Nome,Categoria,Telefone,Website,Endereço,Avaliação,Total Avaliações,Latitude,Longitude,Link do Maps
HF ADVOCACIA & CONSULTORIA JURÍDICA,,(96) 99137-2167,,"R. Odilardo Silva, 2865 C - Trem, Macapá - AP, 68901-315","4,9",20,0.026181,-51.0586917,"https://www.google.com/maps/place/HF+ADVOCACIA+%26+CONSULTORIA+JUR%C3%8DDICA/@0.026181,-51.0586917,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1abe6339de7:0xebc208c081c8eec0!8m2!3d0.026181!4d-51.0586917!16s%2Fg%2F11bwk_jq0y?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Detetive Falcão - Detetive Particular em Macapá,,(96) 99967-0007,,"Av. Coaraci Nunes, 706 - Central, Macapá - AP, 68900-010","4,9",19,0.0328212,-51.0572727,"https://www.google.com/maps/place/Detetive+Falc%C3%A3o+-+Detetive+Particular+em+Macap%C3%A1/@0.0328212,-51.0572727,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e10220000071:0xe1888afc4747d256!8m2!3d0.0328212!4d-51.0572727!16s%2Fg%2F1v2yzxkz?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
SAMPAIO DO NASCIMENTO ADVOGADOS,,(96) 3242-1177,http://www.sampaiodonascimento.com.br/,"Av. 13 de Setembro, 1738 - Térreo - Buritizal, Macapá - AP, 68902-865","5,0",3,,,https://www.google.com/maps/place/SAMPAIO+DO+NASCIMENTO+ADVOGADOS/data=!4m7!3m6!1s0x8d61e1a2f1249acb:0xb581608137813f34!8m2!3d0.0231487!4d-51.0731374!16s%2Fg%2F1tzlz_x7!19sChIJy5ok8aLhYY0RND-BN4FggbU?authuser=0&hl=pt-BR&rclk=1
Ramon Tourinho Advogado,,(96) 98131-1660,,"e Prox Escola Dom Aristides e o IBAMA - Av. Antônio Coelho de Carvalho, 1791 - Central entre Rua Hildemar maia, R. Manoel Eudóxio Pereira, Macapá - AP, 68900-015","5,0",2,0.0323601,-51.0662196,"https://www.google.com/maps/place/Ramon+Tourinho+Advogado/@0.0323601,-51.0662196,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e12dfc6673c1:0x6287fb5141f86e1e!8m2!3d0.0323601!4d-51.0662196!16s%2Fg%2F11gj2wx0hv?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Cleison Santana | Advogado Trabalhista,,(96) 99171-5825,,"Av. Henrique Galucio, 1224 - altos - Central, Macapá - AP, 68900-115","5,0",1,0.0314496,-51.0614347,"https://www.google.com/maps/place/Cleison+Santana+%7C+Advogado+Trabalhista/@0.0314496,-51.0614347,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1dbc932423f:0x20b122c69e444b60!8m2!3d0.0314496!4d-51.0614347!16s%2Fg%2F11m7224thr?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Elsonias Corrêa ADVOGADOS,,(96) 99147-9883,,"Av. Ivaldo Alves Veras, 1328 - Universitario, Macapá - AP, 68903-183","5,0",20,0.0029381,-51.0877694,"https://www.google.com/maps/place/Elsonias+Corr%C3%AAa+ADVOGADOS/@0.0029381,-51.0877694,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e12c7a46aea9:0x59777d78ba722f06!8m2!3d0.0029381!4d-51.0877694!16s%2Fg%2F11fmrdxh72?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Sussuarana Advocacia,,(96) 99126-6660,,"R. Hamilton Silva, 2370 - Trem, Macapá - AP, 68901-140","5,0",13,0.02842,-51.064976,"https://www.google.com/maps/place/Sussuarana+Advocacia/@0.02842,-51.064976,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1ae283a518f:0x6f7a452c7a5bc216!8m2!3d0.02842!4d-51.064976!16s%2Fg%2F11nmddsqks?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Escritório de Advocacia Dra. Kayse Calado,,,,"Av. Henrique Galucio, 1679 - Centro, Macapá - AP, 68900-115","4,3",3,0.0315012,-51.0655736,"https://www.google.com/maps/place/Escrit%C3%B3rio+de+Advocacia+Dra.+Kayse+Calado/@0.0315012,-51.0655736,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e108942bcf05:0x405a440a3e3da110!8m2!3d0.0315012!4d-51.0655736!16s%2Fg%2F11bw4nt06f?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Fajardo & Magno Advogados,,(96) 2027-0200,,"R. Odilardo Silva, n. 3458 - Beirol, Macapá - AP, 68902-650","5,0",2,0.0209457,-51.0594093,"https://www.google.com/maps/place/Fajardo+%26+Magno+Advogados/@0.0209457,-51.0594093,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e12a1dabffff:0x265894945c69d048!8m2!3d0.0209457!4d-51.0594093!16s%2Fg%2F11hczvt_08?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Nery & SÁ Advogados Associados,,(96) 98102-8111,http://linktr.ee/advpaulo_sa,"Av. Antônio Coelho de Carvalho, º 1643 - Central, Macapá - AP, 68900-015","5,0",2,,,https://www.google.com/maps/place/Nery+%26+S%C3%81+Advogados+Associados/data=!4m7!3m6!1s0x8d61e116828028b3:0xe4f84b31b3a07c8a!8m2!3d0.0322201!4d-51.065488!16s%2Fg%2F11g8p920ml!19sChIJsyiAghbhYY0RinygszFL-OQ?authuser=0&hl=pt-BR&rclk=1
Guerreiro Advogados Associados,,(96) 99963-1030,,"Av. dos Tupis, 838 - Muca, Macapá - AP, 68902-346","4,0",5,0.0138393,-51.0729368,"https://www.google.com/maps/place/Guerreiro+Advogados+Associados/@0.0138393,-51.0729368,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1c0672c99e9:0x271ec72bd9ad036f!8m2!3d0.0138393!4d-51.0729368!16s%2Fg%2F11cjj05tw7?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
MR Advogados,,(96) 99127-0611,https://www.facebook.com/MRadvogado,"R. Jovino Dinoá, 2456 - Sala 301 - Central, Macapá - AP, 68900-075","5,0",2,,,https://www.google.com/maps/place/MR+Advogados/data=!4m7!3m6!1s0x8d61e107150c9363:0xdc52c1329fabc1df!8m2!3d0.0299119!4d-51.0606082!16s%2Fg%2F11c5zzjhhq!19sChIJY5MMFQfhYY0R38GrnzLBUtw?authuser=0&hl=pt-BR&rclk=1
Paulo Oliveira Advocacia Previdenciária,,(96) 98109-3398,,"Rua Eliezer Levy, 2167, ""D"" e ""E - Central, Macapá - AP, 68900-083","4,4",14,0.0322454,-51.0565344,"https://www.google.com/maps/place/Paulo+Oliveira+Advocacia+Previdenci%C3%A1ria/@0.0322454,-51.0565344,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1fd2a28d641:0x55f66e352560e7fe!8m2!3d0.0322454!4d-51.0565344!16s%2Fg%2F11qf__wncq?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Jamille Silva Advocacia,,(96) 99972-8680,https://www.instagram.com/js.advespecializada?igsh=MWNnaXVkZWs5eTJqdA==,"Av. Primeiro de Maio, 912 - Trem, Macapá - AP, 68910-100","5,0",22,,,https://www.google.com/maps/place/Jamille+Silva+Advocacia/data=!4m7!3m6!1s0x783f5dca12f1ceb:0x564b1c97dc411fbe!8m2!3d0.0248215!4d-51.0644726!16s%2Fg%2F11vrlbzfn4!19sChIJ6xwvodz1gwcRvh9B3JccS1Y?authuser=0&hl=pt-BR&rclk=1
Sampaio advocacia,,(96) 98113-8419,,"Rua Santos Dumont n° 2099 C - Santa Rita, Macapá - AP, 68901-270","5,0",1,0.0274706,-51.0730123,"https://www.google.com/maps/place/Sampaio+advocacia/@0.0274706,-51.0730123,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e148e788d92b:0xed2108cf2fa649f6!8m2!3d0.0274706!4d-51.0730123!16s%2Fg%2F11jf0gf0kd?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
ESCRITORIO DE ADVOCACIA JOSEMILSON NASCIMENTO,,(96) 99166-1708,,"Av. dos Tupiniquins, 319 - Buritizal, Macapá - AP, 68902-120","5,0",1,0.0183747,-51.0641572,"https://www.google.com/maps/place/ESCRITORIO+DE+ADVOCACIA+JOSEMILSON+NASCIMENTO/@0.0183747,-51.0641572,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1b0aeae62e9:0x82d1bd11eaaadc39!8m2!3d0.0183747!4d-51.0641572!16s%2Fg%2F11gfhfr1xx?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Escritório Advocacia Benicio Pontes,,98112-5614,,"Av. Felíciano Coelho, 364 - Trem, Macapá - AP, 68901-025","5,0",1,0.0289474,-51.0571931,"https://www.google.com/maps/place/Escrit%C3%B3rio+Advocacia+Benicio+Pontes/@0.0289474,-51.0571931,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1aa7846fb95:0x2b3c44a2b8986c2f!8m2!3d0.0289474!4d-51.0571931!16s%2Fg%2F11f3fbm1mn?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Studier Advocacia,,(96) 98140-8844,,"Av. Pedro Baião, 855 - Central, Macapá - AP, 68900-116","4,1",14,0.0296842,-51.0613807,"https://www.google.com/maps/place/Studier+Advocacia/@0.0296842,-51.0613807,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e107d000008d:0x287e3d5cb5d3ab64!8m2!3d0.0296842!4d-51.0613807!16s%2Fg%2F1tf66j2y?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
JÔSY SETUBAL - SOCIEDADE INDIVIDUAL DE ADVOCACIA,,(96) 99151-2434,,"Acelino de Leão, 2167 B - Santa Rita, Macapá - AP, 68901-270","5,0",1,0.0269403,-51.0729396,"https://www.google.com/maps/place/J%C3%94SY+SETUBAL+-+SOCIEDADE+INDIVIDUAL+DE+ADVOCACIA/@0.0269403,-51.0729396,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e10707e7d4ab:0x7601dcefcd3364a!8m2!3d0.0269403!4d-51.0729396!16s%2Fg%2F11rc2sqvj6?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Heider Rodrigues Advogado,,(96) 98111-8224,,"Av. Salgado Filho, 591 - Centro, Macapá - AP, 68901-281","5,0",1,0.0334389,-51.0697702,"https://www.google.com/maps/place/Heider+Rodrigues+Advogado/@0.0334389,-51.0697702,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e15eab29c9fd:0xbed5865c64fd3910!8m2!3d0.0334389!4d-51.0697702!16s%2Fg%2F11mcncl1py?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Escritório de advocacia pinto pereira,,(96) 98139-1406,,"R. Hamilton Silva, 3000 - Beirol, Macapá - AP, 68902-010","5,0",1,0.022087,-51.0654098,"https://www.google.com/maps/place/Escrit%C3%B3rio+de+advocacia+pinto+pereira/@0.022087,-51.0654098,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e10018c9a0a7:0x8bb1a0f00833b7ab!8m2!3d0.022087!4d-51.0654098!16s%2Fg%2F11m6nh5931?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Chermont Júnior - Advocacia e Consultoria Jurídica,,(96) 98124-9547,,"Av. Antônio Coelho de Carvalho, 2337 - Santa Rita, Macapá - AP, 68901-280","5,0",1,0.0327063,-51.0719503,"https://www.google.com/maps/place/Chermont+J%C3%BAnior+-+Advocacia+e+Consultoria+Jur%C3%ADdica/@0.0327063,-51.0719503,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e16b35838bff:0xefc114d2a08d9f5!8m2!3d0.0327063!4d-51.0719503!16s%2Fg%2F11n10d1qbs?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Sarges & Maranhão Advogados,,,https://www.bancario.adv.br/adv/wevergtonadv,"R. Jovino Dinoá, 4470 - Beirol, Macapá - AP, 68902-030","5,0",7,0.0119055,-51.0620318,"https://www.google.com/maps/place/Sarges+%26+Maranh%C3%A3o+Advogados/@0.0119055,-51.0620318,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1ad9ec7c657:0x212cc367962f9575!8m2!3d0.0119055!4d-51.0620318!16s%2Fg%2F11rvdkt64s?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Speedo Watch,,,,"Av. Pedro Lazarino, 926 - Buritizal, Macapá - AP, 68902-862","5,0",1,0.0219215,-51.0663563,"https://www.google.com/maps/place/Speedo+Watch/@0.0219215,-51.0663563,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1a530e140d5:0xf20762f126b76040!8m2!3d0.0219215!4d-51.0663563!16s%2Fg%2F11ckqrxk8b?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Terra & Terra Advocacia Empresarial,,,,"R. Leopoldo Machado, 2970 - Trem, Macapá - AP, 68901-130","5,0",6,0.0255832,-51.0631,"https://www.google.com/maps/place/Terra+%26+Terra+Advocacia+Empresarial/@0.0255832,-51.0631,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1a55e7725cb:0xdd936e062d1499c6!8m2!3d0.0255832!4d-51.0631!16s%2Fg%2F11bwh5g078?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Fortunato & Muniz Advocacia,,,,"Av. Felíciano Coelho, 1334 - Trem, Macapá - AP, 68901-025","5,0",1,0.0295673,-51.0657078,"https://www.google.com/maps/place/Fortunato+%26+Muniz+Advocacia/@0.0295673,-51.0657078,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1fbed509f75:0xa928e8ebb80b1e35!8m2!3d0.0295673!4d-51.0657078!16s%2Fg%2F11w8jmtj1g?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Franklin & Hildebar Advogados,,(96) 98137-7886,https://www.instagram.com/franklin.hildebar?igsh=ZnNvZjhld2Zqbmpq,"Av. Antônio Coelho de Carvalho, 982 - Santa Rita, Macapá - AP, 68901-280","5,0",1,,,https://www.google.com/maps/place/Franklin+%26+Hildebar+Advogados/data=!4m7!3m6!1s0x8d61e1eb1a60b1dd:0x61dc71142ece1adb!8m2!3d0.032167!4d-51.059668!16s%2Fg%2F11y3_h8h2t!19sChIJ3bFgGuvhYY0R2xrOLhRx3GE?authuser=0&hl=pt-BR&rclk=1
Barbosa Costa Advocacia,,(96) 98127-5154,,"Avenida Feliciano Coelho, nº 1321-B - Trem, Macapá - AP, 68901-025","5,0",2,0.0292144,-51.0655878,"https://www.google.com/maps/place/Barbosa+Costa+Advocacia/@0.0292144,-51.0655878,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e189eda53c7b:0x87867982e14f675e!8m2!3d0.0292144!4d-51.0655878!16s%2Fg%2F11q81kfpjn?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Escritório de Advocacia,,,,"R. Barão de Mauá, 7 - Santa Rita, Macapá - AP, 68901-350","5,0",1,0.0282565,-51.0745518,"https://www.google.com/maps/place/Escrit%C3%B3rio+de+Advocacia/@0.0282565,-51.0745518,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e10042211025:0x2a582ac493166bfc!8m2!3d0.0282565!4d-51.0745518!16s%2Fg%2F11yf9gt785?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Diego William Advogados Associados,,(96) 98400-9401,https://dwadvogadosassociados.com.br/#SOBRE,"Av. Pedro Baião, 1720 - Santa Rita, Macapá - AP, 68900-116","5,0",6,,,https://www.google.com/maps/place/Diego+William+Advogados+Associados/data=!4m7!3m6!1s0x8d61e1b69325cd89:0x1059c592a7ad4764!8m2!3d0.0305993!4d-51.0696665!16s%2Fg%2F11p18htgms!19sChIJic0lk7bhYY0RZEetp5LFWRA?authuser=0&hl=pt-BR&rclk=1
SSRA Advogados,,(96) 3242-7925,,"esquina com a 17 de julho - Rua Claudomiro de Moraes, 989b - Novo Buritizal, Macapá - AP, 68904-001","4,5",2,0.0174524,-51.0797711,"https://www.google.com/maps/place/SSRA+Advogados/@0.0174524,-51.0797711,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1977d4c57e5:0x394f327960b6322a!8m2!3d0.0174524!4d-51.0797711!16s%2Fg%2F11c1xqntd9?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Lordeiro Advocacia,,(96) 99108-4993,https://alveseteixeira.com.br/indenizacao-por-voo-atrasado,"Av. Anhanguera, 1549 - Buritizal, Macapá - AP, 68902-860","5,0",13,,,https://www.google.com/maps/place/Lordeiro+Advocacia/data=!4m7!3m6!1s0x8d61e1f80484c65d:0xb400f4c8be65adc3!8m2!3d0.0212498!4d-51.0732972!16s%2Fg%2F11rn4n90dc!19sChIJXcaEBPjhYY0Rw61lvsj0ALQ?authuser=0&hl=pt-BR&rclk=1
WN ADVOCACIA,,(96) 99156-8615,https://wa.me/message/M42UKOE76MIXI1,"Av. Pedro Baião - Centro, Macapá - AP, 68900-116","5,0",7,,,https://www.google.com/maps/place/WN+ADVOCACIA/data=!4m7!3m6!1s0xa8cd50463ff723ed:0x7252a5dae1564097!8m2!3d0.0301203!4d-51.0614687!16s%2Fg%2F11kqxl41d0!19sChIJ7SP3P0ZQzagRl0BW4dqlUnI?authuser=0&hl=pt-BR&rclk=1
Danielle Xavier Ribeiro,,(96) 99811-5402,,"R. Odilardo Silva, 3008 - Trem, Macapá - AP, 68901-017","5,0",2,0.0249187,-51.0590984,"https://www.google.com/maps/place/Danielle+Xavier+Ribeiro/@0.0249187,-51.0590984,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1ac1cd7159d:0x4efb05b9a3a70055!8m2!3d0.0249187!4d-51.0590984!16s%2Fg%2F11cks152sd?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Oliveira & Farias Advocacia e Consultoria Jurídica,,(96) 98104-0437,,"Av. dos Timbiras, 949 - Sala E - Buritizal, Macapá - AP, 68902-335","5,0",3,0.0149897,-51.0717555,"https://www.google.com/maps/place/Oliveira+%26+Farias+Advocacia+e+Consultoria+Jur%C3%ADdica/@0.0149897,-51.0717555,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1bf7024a1e3:0xa7b083fd1d9a1c0e!8m2!3d0.0149897!4d-51.0717555!16s%2Fg%2F11byygsdcq?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Escritório de Advocacia C & R,,(96) 98134-7186,,"Av. Pedro Lazarino, 934 - Buritizal, Macapá - AP, 68902-862","5,0",5,0.021908,-51.0664499,"https://www.google.com/maps/place/Escrit%C3%B3rio+de+Advocacia+C+%26+R/@0.021908,-51.0664499,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1a53279f1f7:0x5a6a16901f8f80e5!8m2!3d0.021908!4d-51.0664499!16s%2Fg%2F11bwh5ggm_?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
A&M Amaral & Monteiro Advocacia,,(96) 99175-1200,,"Av. 13 de Setembro, 1646 C - Buritizal, Macapá - AP, 68902-865","4,8",6,0.0230571,-51.0721299,"https://www.google.com/maps/place/A%26M+Amaral+%26+Monteiro+Advocacia/@0.0230571,-51.0721299,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1a31ce4b9b9:0xfc6544a63c4f6a7c!8m2!3d0.0230571!4d-51.0721299!16s%2Fg%2F11cks82tth?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Sirotheau & Monteiro Advocacia,,(96) 3331-7147,,"Av. Antônio Coelho de Carvalho, 2392 - Santa Rita, Macapá - AP, 68901-280","5,0",2,0.0330618,-51.0725347,"https://www.google.com/maps/place/Sirotheau+%26+Monteiro+Advocacia/@0.0330618,-51.0725347,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e10c87ac989d:0xa25708f1fdb295fa!8m2!3d0.0330618!4d-51.0725347!16s%2Fg%2F11ty52q3qv?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
J M Assessoria Jurídica,,(96) 98112-5789,https://j-m-assessoria-juridica.ueniweb.com/?utm_campaign=gmb,"Av. Henrique Galucio, 1389 - De Tro, Macapá - AP, 68900-115","3,0",2,,,https://www.google.com/maps/place/J+M+Assessoria+Jur%C3%ADdica/data=!4m7!3m6!1s0x8d61e1ba051463b3:0x3c71fe87c4c44b8f!8m2!3d0.0312975!4d-51.0629188!16s%2Fg%2F11jcyh24zd!19sChIJs2MUBbrhYY0Rj0vExIf-cTw?authuser=0&hl=pt-BR&rclk=1
COSTA FERREIRA PANTOJA Advogados,,(96) 99184-8431,,"Avenida Feliciano Coelho, nº 1133-C - Trem, Macapá - AP, 68901-025",,,0.0290878,-51.063882,"https://www.google.com/maps/place/COSTA+FERREIRA+PANTOJA+Advogados/@0.0290878,-51.063882,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e118f153af57:0x4bbda5f7b03b0c5a!8m2!3d0.0290878!4d-51.063882!16s%2Fg%2F11kzkk1hwj?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Neves&Souza Advocacia,,(96) 98133-2526,,"Av. Felíciano Coelho, 1630 - Trem, Macapá - AP, 68901-025","5,0",1,0.0298666,-51.0682485,"https://www.google.com/maps/place/Neves%26Souza+Advocacia/@0.0298666,-51.0682485,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e13300e4a555:0xcadcdbdeea3f0a3e!8m2!3d0.0298666!4d-51.0682485!16s%2Fg%2F11h7b5s59v?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Estudio Taruma,,,,"Av. José Trajano de Souza, 296 - Santa Ines, Macapá - AP, 68901-480","5,0",1,0.0239362,-51.0564528,"https://www.google.com/maps/place/Estudio+Taruma/@0.0239362,-51.0564528,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1acf97657f3:0xc0a1ac533d6521a2!8m2!3d0.0239362!4d-51.0564528!16s%2Fg%2F11hb5wb6t3?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Fortunato Marcas e Patentes,,(96) 99128-9428,,"R. Leopoldo Machado, 3591 - Beirol, Macapá - AP, 68902-020","3,9",8,0.0198815,-51.063218,"https://www.google.com/maps/place/Fortunato+Marcas+e+Patentes/@0.0198815,-51.063218,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1b0f537888d:0x32bbdc81dc50aa6!8m2!3d0.0198815!4d-51.063218!16s%2Fg%2F11c3sw6rd2?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Domício Campos de Magalhães,,(96) 3242-3320,,"Av. Diógenes Silva, 2015 - Trem, Macapá - AP, 68906-000","5,0",2,0.0259983,-51.0739325,"https://www.google.com/maps/place/Dom%C3%ADcio+Campos+de+Magalh%C3%A3es/@0.0259983,-51.0739325,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1a1bfb63ea3:0x7f3e3f9f73c4ad29!8m2!3d0.0259983!4d-51.0739325!16s%2Fg%2F1vpq7yk5?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Pablo Nery Sociedade unipessoal de advocacia,,(96) 99166-1127,,"Av. Felipe Camarão, 1183-A - Trem, Macapá - AP, 68901-111","4,3",3,0.0234824,-51.0716423,"https://www.google.com/maps/place/Pablo+Nery+Sociedade+unipessoal+de+advocacia/@0.0234824,-51.0716423,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1eb79fb22e9:0x6e1772c5d13742b4!8m2!3d0.0234824!4d-51.0716423!16s%2Fg%2F11gyczq7l9?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
