Nome,Categoria,Telefone,Website,Endereço,Avaliação,Total Avaliações,Latitude,Longitude,Link do Maps
Psicóloga Camille Ramos,,,https://instagram.com/psicamilleramos?igshid=YmMyMTA2M2Y=,"Spa Vivace - Av. Mendonça Furtado, 1925 - Centro, Macapá - AP, 68900-060",,,0.037755,-51.0690137,"https://www.google.com/maps/place/Psic%C3%B3loga+Camille+Ramos/@0.037755,-51.0690137,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1a58d05e77d:0x49add01943fc59f7!8m2!3d0.037755!4d-51.0690137!16s%2Fg%2F11q9ml_8sd?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Lab & Clin - Laboratório de Análises clínicas,,(96) 98115-8621,,"Acquaville Tucunaré - Avenida Amazonas, S/N - Porto Santana, Santana - AP, 68930-000","3,0",2,-0.0375602,-51.1771225,"https://www.google.com/maps/place/Lab+%26+Clin+-+Laborat%C3%B3rio+de+An%C3%A1lises+cl%C3%ADnicas/@-0.0375602,-51.1771225,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1d91079a3885:0x766117002a75fd00!8m2!3d-0.0375602!4d-51.1771225!16s%2Fg%2F11c6s2q992?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Instituto Coaching Casa Azul,,(96) 99163-3286,,"R. Jovino Dinoá, 111A - Jesus de Nazaré, Macapá - AP, 68908-121","5,0",5,0.0285695,-51.0667569,"https://www.google.com/maps/place/Instituto+Coaching+Casa+Azul/@0.0285695,-51.0667569,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e11928c79d4b:0x93316889f9a3772e!8m2!3d0.0285695!4d-51.0667569!16s%2Fg%2F11qgylnx3m?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Vita - Centro de Saúde e desenvolvimento infantil,,(96) 98112-5742,https://api.whatsapp.com/send/?phone=5596981125742&text&type=phone_number&app_absent=0,"R. Eliezer Levy, 345 - Julião Ramos, Macapá - AP, 68908-183","5,0",3,,,https://www.google.com/maps/place/Vita+-+Centro+de+Sa%C3%BAde+e+desenvolvimento+infantil/data=!4m7!3m6!1s0x8d61e171ee7b708f:0x1bc9129ad14a9473!8m2!3d0.0487134!4d-51.0553527!16s%2Fg%2F11lqlxy989!19sChIJj3B77nHhYY0Rc5RK0ZoSyRs?authuser=0&hl=pt-BR&rclk=1
Psicólogo Lucas Gomes,,(96) 99150-2539,,"Av. Mendonça Furtado, 2130 - sala 8 - Santa Rita, Macapá - AP, 68900-060",,,0.0384184,-51.0708873,"https://www.google.com/maps/place/Psic%C3%B3logo+Lucas+Gomes/@0.0384184,-51.0708873,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e15dc579deeb:0x95ff16b767898a72!8m2!3d0.0384184!4d-51.0708873!16s%2Fg%2F11w_dcrk4h?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
INSTITUTO CARLA RAMOS PSICOLOGIA E EDUCACAO LTDA,,(96) 99125-3390,,"Rua Vereador Júlio Maria Pinto Pereira, 599 - Jardim Felicidade, Macapá - AP, 68909-000","4,9",14,0.083084,-51.0643266,"https://www.google.com/maps/place/INSTITUTO+CARLA+RAMOS+PSICOLOGIA+E+EDUCACAO+LTDA/@0.083084,-51.0643266,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e10c16e50995:0xfd7d45ab752edcf3!8m2!3d0.083084!4d-51.0643266!16s%2Fg%2F11ryhf_2h8?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Psico Perito do Trânsito,,(96) 3224-1375,,"Av. Pres. Vargas, 1992 - Central, Macapá - AP, 68900-070","3,6",18,0.0389202,-51.0676615,"https://www.google.com/maps/place/Psico+Perito+do+Tr%C3%A2nsito/@0.0389202,-51.0676615,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e111184e9403:0xeaf46515dc640ade!8m2!3d0.0389202!4d-51.0676615!16s%2Fg%2F11bwkyv3vk?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Mariedna Gemaque,,(96) 98140-0663,,"Av. Fab, 1070 - Sala 608 - Central, Macapá - AP, 68900-073","3,0",2,0.04104,-51.0596037,"https://www.google.com/maps/place/Mariedna+Gemaque/@0.04104,-51.0596037,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1f94dd06547:0x755500154c1c6632!8m2!3d0.04104!4d-51.0596037!16s%2Fg%2F11hs4014g1?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Psicóloga Mayara Fernandes,,(31) 99609-1125,,"Av. Fab, 1070 - sl 209 - Central, Macapá - AP, 68900-073",,,0.0410835,-51.0595724,"https://www.google.com/maps/place/Psic%C3%B3loga+Mayara+Fernandes/@0.0410835,-51.0595724,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e14a52f0c86b:0x2153fb2506a70a55!8m2!3d0.0410835!4d-51.0595724!16s%2Fg%2F11ldxfhsxk?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Psicóloga Julia Pires CRP 10/07279,,,,"Av. Antônio Coelho de Carvalho, 1399 - Santa Rita, Macapá - AP, 68900-015",,,0.0320076,-51.0638953,"https://www.google.com/maps/place/Psic%C3%B3loga+Julia+Pires+CRP+10%2F07279/@0.0320076,-51.0638953,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1cd38e26e47:0xe5eaf73edd196126!8m2!3d0.0320076!4d-51.0638953!16s%2Fg%2F11vkz2ch4g?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Psicóloga Luciana Del Castillo,,,https://www.facebook.com/lucianadcastillo/,,,,-14.4095261,-51.31668,"https://www.google.com/maps/place/Psic%C3%B3loga+Luciana+Del+Castillo/@-14.4095261,-51.31668,4z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1a8e35e9bbd:0x652a66f1f33800ef!8m2!3d-14.4095262!4d-51.31668!16s%2Fg%2F11f4m8bysc?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
